session_duration,inter_action_variance,actions_per_session,batch_size_mean,idle_ratio,tool_diversity,label,identity_type,is_compromised,source,backend,scenario
11.746,0.2795,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.596,0.1283,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.805,0.1554,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.517,0.059,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.298,0.0126,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.828,0.2909,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.388,0.1307,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.239,0.2715,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.701,0.0701,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.494,0.0518,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.002,0.0727,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
6.802,0.0892,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.666,0.1062,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.513,0.0022,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.503,0.0071,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.0,0.0898,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.056,0.5998,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.908,0.0292,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.044,0.0109,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.672,0.1129,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.669,0.6287,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.606,0.0599,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.946,0.2206,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.88,0.1881,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.786,0.3556,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
6.613,0.0286,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.708,0.1431,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.543,0.1198,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.471,0.0231,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
6.885,0.0362,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.327,0.1991,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.839,0.2669,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
12.704,0.018,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.95,0.0899,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.727,0.1131,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.373,0.293,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.656,0.1701,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.339,0.5736,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.585,0.2763,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.233,0.0717,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.41,0.2297,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.644,0.0789,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.206,0.1394,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.97,0.4574,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.158,0.1948,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.507,0.0991,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.145,0.0809,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.454,0.0236,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.664,0.271,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.689,0.2403,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.371,0.1451,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.304,0.4177,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.406,0.0948,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.727,0.0126,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.85,0.3802,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.96,0.182,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.588,0.036,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.677,0.1123,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.66,0.5756,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.83,0.1255,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.052,0.1353,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.303,0.0279,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.796,0.0546,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.288,0.0031,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.536,0.5605,4,1.5,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.993,0.3048,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.965,0.4162,4,1.5,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.379,0.1858,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.284,0.0742,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.796,0.0631,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.064,0.0076,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.808,0.1094,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.004,0.0603,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.336,0.1338,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.612,0.4324,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.5,0.1961,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.92,0.1657,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.307,0.0892,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.249,0.067,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.941,0.1642,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.762,0.0077,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.68,0.4473,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.236,0.0914,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.022,0.2358,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.408,0.0451,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.045,0.2506,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.074,0.2887,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.082,0.2922,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.875,0.3831,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.977,0.0213,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.327,0.0705,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.848,0.3612,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.024,0.401,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.615,0.1409,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.755,0.1476,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.094,0.5989,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.273,0.028,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.172,0.0401,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.18,0.3872,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.109,0.2393,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.711,0.3318,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.46,0.0646,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.61,0.0711,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.356,0.1091,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.975,0.1612,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.342,0.0056,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.197,0.1206,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.295,0.0409,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.525,0.212,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.311,0.2054,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.427,0.1948,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.784,0.1196,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.316,0.2528,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.066,0.1279,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.752,0.5193,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.578,0.0798,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.349,0.0234,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.953,0.1387,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.885,0.2242,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.479,0.0554,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.252,0.0601,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.806,0.0805,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.592,0.0663,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.762,0.1495,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.559,0.1598,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.299,0.4515,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.959,0.1314,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.499,0.103,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.099,0.279,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.645,0.3363,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.708,0.0352,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.423,0.2489,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.555,0.2388,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.894,0.1488,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.903,0.0292,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.494,0.0848,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.314,0.2721,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
7.002,0.0721,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.763,0.1028,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.777,0.0546,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.427,0.1485,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.857,0.1065,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.161,0.3193,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.471,0.1311,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.813,0.2196,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.339,0.345,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.436,0.2968,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.922,0.045,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.722,0.0543,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.042,0.0485,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.523,0.0753,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
12.55,0.0129,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.927,0.0743,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.895,0.0878,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.522,0.4078,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
9.825,0.0221,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.631,0.3388,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.876,0.0473,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
11.831,0.0269,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
10.704,0.1532,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,benign
8.308,0.1932,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.722,0.0181,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.457,0.1896,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.919,0.1132,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.952,0.2222,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.657,0.1216,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
9.194,0.249,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.336,0.1566,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.379,0.0242,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.323,0.3655,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.858,0.144,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.643,0.2895,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.886,0.062,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.905,0.2581,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.746,0.2745,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
10.269,0.1794,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.935,0.219,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.871,0.2152,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.481,0.0147,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.065,0.0383,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.975,0.3351,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.393,0.383,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.665,0.1185,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.668,0.0664,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.069,0.0137,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.268,0.0958,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.589,0.4522,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.145,0.1563,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.167,0.2015,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.883,0.1171,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.873,0.2455,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.576,0.2417,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.989,0.0972,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.257,0.1123,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.828,0.0929,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.767,0.1245,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.37,0.062,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
9.073,0.0246,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
8.603,0.3186,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.636,0.1093,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.128,0.0968,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.551,0.0021,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.941,0.0124,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.024,0.0722,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.486,0.408,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.817,0.0616,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.586,0.3974,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.004,0.0866,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
11.094,0.1638,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
10.881,0.0459,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
12.121,0.1078,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
13.238,0.0262,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
8.823,0.335,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.822,0.0658,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
12.094,0.1688,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.37,0.0299,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.437,0.1711,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.584,0.6517,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.248,0.0942,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
6.447,0.0023,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.88,0.0553,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
9.882,0.0358,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.912,0.5623,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.647,0.0972,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
10.716,0.111,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
11.465,0.1605,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.541,0.0281,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
9.67,0.6548,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
11.581,0.0989,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
8.984,0.0705,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
7.867,0.1105,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.087,0.0189,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
11.005,0.0783,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
11.065,0.0181,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.751,0.1023,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.696,0.3451,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.094,0.1006,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.288,0.2436,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.261,0.3516,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.574,0.1054,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.047,0.1087,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
9.833,0.4359,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
8.748,0.0773,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
11.107,0.1912,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
11.206,0.1029,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.66,0.2216,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
10.891,0.1218,4,1,0.0,4,agent_normal,agent,False,harness_mock,MockVulnerableBackend,injected_narrow
7.93,0.0915,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
10.916,0.1612,4,1,0.0,4,agent_compromised,agent,True,harness_mock,MockVulnerableBackend,injected_narrow
