session_duration,inter_action_variance,actions_per_session,batch_size_mean,idle_ratio,tool_diversity,label,identity_type,is_compromised,baseline_pred,classifier_pred,iforest_pred,missed_by,n_detectors_missed
542.3973636243072,13.046718973019608,18.57216430359276,1.6618536121181382,0.1510575205529075,3.6338487855819777,human_compromised,human,True,True,False,False,"classifier,iforest",2
82.08636798567792,22.96408048981009,34.04918518693884,1.7387013331457573,0.1188252091095447,2.329086299280255,human_compromised,human,True,True,False,False,"classifier,iforest",2
692.6880630534902,0.0,16.452173417876942,1.1094181661823446,0.5999511029807983,6.740890508591984,human_normal,human,False,False,True,True,"classifier,iforest",2
1327.3886223956154,50.57151829023612,23.477728846390512,1.3900512269392036,0.2722223129201524,1.76716234268544,human_normal,human,False,True,False,False,baseline,1
248.2264699135653,21.098317270866332,14.727694033123406,1.8122585472621917,0.149517162772339,3.317079693810705,human_compromised,human,True,True,False,False,"classifier,iforest",2
59.55109254016381,2.234056187772051,33.90563711786858,3.827779861905902,0.0529840627534108,4.004928676673638,agent_normal,agent,False,True,False,False,baseline,1
381.8690639774929,14.645536827832853,30.995845197903776,1.9970487794812863,0.1261316276936522,1.28302412451804,human_compromised,human,True,True,False,True,classifier,1
110.6028228700691,0.0,27.20724669328066,4.395458648799141,0.0357366174029335,1.0,agent_normal,agent,False,True,False,False,baseline,1
197.93706216404587,4.088375669919172,29.873768637016312,1.2498515079948516,0.0390924204713497,3.326407562133115,agent_normal,agent,False,True,False,False,baseline,1
10.0,31.096390361237503,17.006635356750262,1.208643382695457,0.0,4.025768379204745,human_compromised,human,True,False,True,False,"baseline,iforest",2
436.5152242409657,16.051355935421405,15.66774449310665,2.606463989552073,0.1521698171059916,1.219255504582483,human_compromised,human,True,True,False,True,classifier,1
176.77853891259815,3.818070210417343,39.38849875004482,4.768483737340598,0.0282245264124489,2.2389875109660355,agent_normal,agent,False,True,False,False,baseline,1
112.85583012843114,49.35581430692388,37.70042933926925,2.992477236954458,0.2655751037498418,4.520572442938397,human_compromised,human,True,True,True,False,iforest,1
1484.577716896881,0.0,16.500730872821666,1.0,0.4555208248645432,2.4514248215306864,human_normal,human,False,False,False,True,iforest,1
974.1302597661528,57.3362839937956,1.0,1.8786346731883403,0.5376253610028435,2.1239560001669884,human_normal,human,False,False,False,True,iforest,1
1075.8546424067974,69.8989475729289,19.49254663446304,1.0,0.2086789936095042,3.767270552878787,human_normal,human,False,True,False,False,baseline,1
69.31646387480097,1.5927995702090945,37.26076455447196,4.796050617486328,0.03997316819242,5.949967529316357,agent_normal,agent,False,True,True,False,"baseline,classifier",2
155.6759030202838,3.092484530474508,28.474240977535175,3.618493980296289,0.004099206463372,2.876900929276294,agent_normal,agent,False,True,False,False,baseline,1
80.58487983720477,3.3445151666664725,34.44991307978624,4.9180716336150825,0.0,5.943202550519728,agent_normal,agent,False,True,True,False,"baseline,classifier",2
66.71416977233417,6.504210849017183,37.689257709742805,4.641303714757328,0.0441704810821963,4.682589785369816,agent_normal,agent,False,True,True,False,"baseline,classifier",2
129.96682005152718,6.850158665250891,33.011236571897825,4.46085084629967,0.0197568031127738,2.003901344708852,agent_normal,agent,False,True,False,False,baseline,1
85.0976356367374,0.2658796382100705,35.08408355616266,3.8687140623767857,0.0,6.468583920427315,agent_normal,agent,False,True,True,False,"baseline,classifier",2
150.533553901264,4.826946586211009,26.791649460647285,4.300979274438159,0.0329656921358317,3.518570498925484,agent_normal,agent,False,True,False,False,baseline,1
109.05539781181504,0.0,22.14422155507479,3.918614795517783,0.0277909197738457,7.281890495304065,agent_normal,agent,False,True,True,False,"baseline,classifier",2
114.9505197090694,0.5460690288470684,37.34586021226759,2.915720399164642,0.0320972653188377,2.221194654632595,agent_normal,agent,False,True,False,False,baseline,1
90.05270765885295,3.3496811939924918,21.903767992667717,3.5064177486719323,0.0093343754532649,5.803791351471853,agent_normal,agent,False,True,True,False,"baseline,classifier",2
239.07995317935217,41.374723130978815,23.696057610804697,3.5849599989495715,0.2427250507345886,3.5440390292717696,human_compromised,human,True,True,False,False,"classifier,iforest",2
142.16645940328692,3.068503983189274,28.494858518895228,5.179362312693079,0.0041383278396841,3.5034622283332006,agent_normal,agent,False,True,False,False,baseline,1
165.2554704783324,3.904644636772256,34.927599497184595,2.5555206588471093,0.0064098517582978,4.197443967143762,agent_normal,agent,False,True,True,False,"baseline,classifier",2
588.7519202603778,37.765436407168224,15.375273963189146,1.2371433482447785,0.1983701393608513,6.222122400147886,human_compromised,human,True,False,True,True,baseline,1
132.29643065976094,5.43965596186275,28.508983488345734,3.4578147315906613,0.0290189145307727,5.74285984456988,agent_normal,agent,False,True,True,False,"baseline,classifier",2
152.01673431660856,7.419798511854767,11.306068989140892,2.5721663670866843,0.0513131377896008,5.94745369890967,agent_normal,agent,False,True,True,False,"baseline,classifier",2
225.15936750570813,23.92893314237048,27.156987138859524,2.4692658698667853,0.217061431050642,3.499249383347042,human_compromised,human,True,True,False,False,"classifier,iforest",2
170.5911938820014,5.555868440055086,24.156269928728385,4.114349109820596,0.019856167137383,4.526399614682047,agent_normal,agent,False,True,False,False,baseline,1
91.9509602947426,4.127768451006663,31.488663149522385,3.47512149185796,0.0133571619605212,3.443876890090121,agent_normal,agent,False,True,False,False,baseline,1
415.2905648244554,0.0,1.0,2.981832917313754,0.1882871135371471,1.9251141017467173,human_compromised,human,True,True,False,True,classifier,1
214.99304620347752,16.346266307041677,23.86959629128616,2.763702234921845,0.1080759343326729,4.193409374158749,human_compromised,human,True,True,False,False,"classifier,iforest",2
408.1838059199688,15.1072307407468,29.0613725470544,1.0,0.047039740511522,5.853537844435008,human_compromised,human,True,True,True,False,iforest,1
1210.9350304246975,67.72097367110857,8.229091619179261,1.4515185174441212,0.2726324141690344,1.2036175664487645,human_normal,human,False,False,False,True,iforest,1
355.84883400904573,2.272306948192014,6.589638327071544,1.3316957689215705,0.161269120041554,1.0242483407973078,human_compromised,human,True,False,False,False,"baseline,classifier,iforest",3
76.21214451876514,3.445293476137961,19.90739950081761,6.65680949147,0.0391647095457172,3.3274653098910667,agent_normal,agent,False,True,False,False,baseline,1
269.0331362384191,18.012194291791744,8.60610094535431,1.924886538785308,0.0328241648116721,4.20593840084255,human_compromised,human,True,True,False,False,"classifier,iforest",2
144.34729651655152,2.3386045267964537,23.107528952977525,3.910258861270671,0.0102601728864492,1.0,agent_normal,agent,False,True,False,False,baseline,1
190.32443664857357,5.26085057596033,36.47827808222575,4.595386853978802,0.0457903215470962,5.17061643734299,agent_normal,agent,False,True,True,False,"baseline,classifier",2
169.6855447451032,2.485940868299067,28.667213538803058,2.0457286132454144,0.0644682151387659,3.558046244209432,agent_normal,agent,False,True,False,False,baseline,1
118.6749576255196,6.94644869127894,22.46255202432556,4.567904313494533,0.0100214429771362,4.012146717023288,agent_normal,agent,False,True,False,False,baseline,1
571.4453283102455,38.15318122672235,2.9560461133617157,1.9193150803692247,0.5450132311541024,1.0,human_normal,human,False,False,False,True,iforest,1
161.04287880614132,5.602714472711098,24.453566182396607,3.436418762896074,0.0116752999784254,3.2835620449681397,agent_normal,agent,False,True,False,False,baseline,1
171.48369039787647,0.6780162219859558,33.479357436159574,2.1161250380628367,0.042687593089915,3.596722042984493,agent_normal,agent,False,True,False,False,baseline,1
416.521154829772,3.6677968651103647,14.290930041554809,2.220378088774227,0.3559765899339741,4.343714335706679,human_compromised,human,True,False,False,False,"baseline,classifier,iforest",3
123.17984252365798,3.083444663365433,39.44981411531994,3.985864740789372,0.0727936348811542,1.2055876782515185,agent_normal,agent,False,True,False,False,baseline,1
406.4492798456814,0.8614968318128007,19.667478173173038,2.628048734599989,0.0,5.105224151822761,human_compromised,human,True,True,False,False,"classifier,iforest",2
97.51988815564258,30.7999959731568,30.00813133546111,1.0157918819211385,0.2554533696542082,1.9978811327569708,human_compromised,human,True,True,False,False,"classifier,iforest",2
99.06213430079384,3.4216712031787755,29.672670705812862,2.7714097840881537,0.0347526773408337,7.071109845789907,agent_normal,agent,False,True,True,False,"baseline,classifier",2
132.62325016789453,7.701707268582535,21.15382163827755,5.644036315364886,0.0198095158945447,5.431335483150093,agent_normal,agent,False,True,False,False,baseline,1
149.44224534953497,4.155281153054339,27.188773855956143,4.9600709639216,0.0428946858301809,3.021759944144582,agent_normal,agent,False,True,False,False,baseline,1
151.81839499481617,6.97498115584499,27.072766038900365,3.441848214104282,0.0023595690075775,1.04854120496215,agent_normal,agent,False,True,False,False,baseline,1
493.76836751698335,39.27554100318662,19.730665495909516,1.6338060643719865,0.397271289728506,4.811137542466801,human_normal,human,False,True,False,False,baseline,1
305.8969599036445,0.0,17.538052464429505,2.121213577398383,0.0543504186423637,4.392130646959713,human_compromised,human,True,True,False,False,"classifier,iforest",2
65.12897768836126,3.7424828485406616,9.520667469580022,4.016762457261947,0.0439383732490592,5.121774031289758,agent_normal,agent,False,True,False,False,baseline,1
174.77232708427474,30.3571094433309,18.068130538575545,1.1147340049696974,0.0,6.129484516980814,human_compromised,human,True,False,True,False,"baseline,iforest",2
112.68860839384328,16.813514304449164,17.664236564989594,2.4727056587933096,0.2153986232235115,5.945366184477226,human_compromised,human,True,True,True,False,iforest,1
254.51975749342537,22.632832037046867,17.497809297578677,1.0,0.1021722861991805,5.352585242192919,human_compromised,human,True,False,True,False,"baseline,iforest",2
114.443527491796,1.825529356823293,40.043261683893135,4.948895481083506,0.0173780109991176,4.961982082698034,agent_normal,agent,False,True,True,False,"baseline,classifier",2
123.1184558984016,6.915573389422805,30.96128746703235,5.427049458239209,0.0442990378207999,6.828335355346165,agent_normal,agent,False,True,True,False,"baseline,classifier",2
136.8580296222135,5.9881463400117925,29.2747345941026,4.621550760459876,0.0565554579102843,3.1329103901890223,agent_normal,agent,False,True,False,False,baseline,1
1054.3386210226004,49.05594553795559,12.140131896687333,1.318766348294445,0.0,6.9521111316225,human_normal,human,False,False,True,True,"classifier,iforest",2
1295.8335738379412,50.464080457042456,3.089667125235384,1.3935929175806108,0.7851579369296523,4.129308250723321,human_normal,human,False,False,False,True,iforest,1
121.26209827417556,3.697168293150788,44.9350057903546,4.300104551769493,0.0372455567445173,7.654396101153505,agent_compromised,agent,True,True,True,False,iforest,1
373.0227820723925,3.971353888345167,26.61662386379553,2.293069575147249,0.0028755965093094,2.69082877114735,human_compromised,human,True,True,False,False,"classifier,iforest",2
198.9222467729159,22.823476510038432,30.68409524574819,3.0270761014634404,0.2026557250493574,4.217604993358678,human_compromised,human,True,True,False,False,"classifier,iforest",2
74.19088116453109,4.130338132728463,23.141233979566604,5.171524509184777,0.0421318631511885,4.2491422918903154,agent_normal,agent,False,True,False,False,baseline,1
77.92288712080708,3.527467109937996,25.40524713218225,5.530397801453908,0.0552696668836462,5.372617786561331,agent_normal,agent,False,True,False,False,baseline,1
154.7191973739304,1.9115559688476829,31.759018904186927,2.6798653500225007,0.0701738728057964,1.597015730190516,agent_normal,agent,False,True,False,False,baseline,1
125.739996159848,7.71622685960131,16.81729961081542,2.4047080516282877,0.0524161662764991,3.871373524477516,human_compromised,human,True,True,False,False,"classifier,iforest",2
529.3696234377901,0.0,1.0,1.6311373422980728,0.6102693100866448,2.936349284881337,human_normal,human,False,False,False,True,iforest,1
327.8751866278373,35.592163166642486,39.65660168345348,1.0,0.0624075585918264,4.740359656654894,human_compromised,human,True,True,True,False,iforest,1
76.81693118650992,5.223158730041613,29.05129928940136,2.623188999059532,0.0362919000406228,3.473126621748638,agent_normal,agent,False,True,False,False,baseline,1
176.3803917990785,24.178436191337823,17.936244978842076,4.185030967327641,0.0792202136831283,5.063148244562766,human_compromised,human,True,True,False,False,"classifier,iforest",2
365.2880935756596,5.715878141979559,24.25237436586692,2.1431133693641446,0.2390909814929458,2.574218730916288,human_compromised,human,True,True,False,False,"classifier,iforest",2
131.60200366655022,1.7037334103910804,30.390296840277045,4.453080074687764,0.0339466026189204,2.4826341556597056,agent_normal,agent,False,True,False,False,baseline,1
93.5310560724742,2.8810585137021945,28.998835290310723,4.213809704637332,0.0319176591855012,4.291204398921257,agent_normal,agent,False,True,False,False,baseline,1
194.01982460431952,2.1683305372399304,23.433914465999457,3.5503002936581782,0.0087737848748842,8.876214470668991,agent_compromised,agent,True,True,True,False,iforest,1
102.6016600345542,1.9478359981373687,14.872049520773803,4.574891917913931,0.0321989378429525,5.498955549553309,agent_normal,agent,False,True,False,False,baseline,1
178.08352528157258,5.165492881316198,29.08203435199928,3.3213223381040216,0.0206335525337168,3.507337331643233,agent_normal,agent,False,True,False,False,baseline,1
133.86722994974835,3.4190736517191,28.556399782982677,3.682970380210167,0.040537331713998,4.96946415007953,agent_normal,agent,False,True,True,False,"baseline,classifier",2
87.82008721830354,3.880663038878943,30.41893058552109,3.2469532608067766,0.0182759864684205,5.20333358823271,agent_normal,agent,False,True,True,False,"baseline,classifier",2
279.8959168785952,28.629116553060044,16.611438904874824,1.6415498126862014,0.2854300465505622,6.202207888040028,human_compromised,human,True,True,True,False,iforest,1
1362.1248144426786,81.7477335097504,28.26447316330996,1.7913115742864236,0.6074247908794979,4.79450922805537,human_normal,human,False,True,False,True,"baseline,iforest",2
124.10759083817864,8.691466077922016,41.71141123611467,4.1537976805362025,0.0,3.58439603944219,agent_normal,agent,False,True,False,False,baseline,1
146.79293683665753,3.163229860768153,35.30489904852585,3.867203547059341,0.0293692243580446,3.639251562276408,agent_normal,agent,False,True,False,False,baseline,1
64.33533861440736,24.35915695097037,23.39707057176981,2.2490985032973287,0.3413786040068424,1.8723706173561507,human_compromised,human,True,True,False,True,classifier,1
457.1817271826048,28.465899061662107,23.60276091112912,1.0,0.4759510709478339,5.098704572544131,human_normal,human,False,False,True,False,classifier,1
459.0490807169541,25.37258036114082,29.69696719485353,1.1935617033007777,0.1924684453205754,2.549338636834802,human_compromised,human,True,True,False,False,"classifier,iforest",2
217.74816932024723,16.660954778513926,21.564642811743013,2.4413826152350246,0.0164082690608566,3.406084693437588,human_compromised,human,True,True,False,False,"classifier,iforest",2
86.28750911129558,3.712854706723672,29.63890095589724,2.9172596861040407,0.0193079951946573,4.810196450437336,agent_normal,agent,False,True,True,False,"baseline,classifier",2
153.23386799378483,27.989997173680592,18.043208804833164,1.0,0.1459875942196671,2.5912661029319124,human_compromised,human,True,False,False,False,"baseline,classifier,iforest",3
129.58334576582087,1.242871712795782,39.17395684359757,3.5679604604892194,0.0472877788535786,5.027407008553029,agent_normal,agent,False,True,True,False,"baseline,classifier",2
104.75378769190284,3.202070449346167,32.01811411202746,2.135626802244614,0.0409132744548795,3.960595855492048,agent_normal,agent,False,True,True,False,"baseline,classifier",2
156.1625979720104,0.1763696804969905,29.319240236600677,3.894018200011213,0.0467351206244177,6.105410466850151,agent_normal,agent,False,True,True,False,"baseline,classifier",2
188.9226269248321,41.89854821368539,20.896592685483878,2.0543759769309,0.1798431236175065,4.888126011879154,human_compromised,human,True,True,True,False,iforest,1
55.79366790731831,17.964963530032517,22.5012774091444,2.3228704562248823,0.2631424370502729,2.146613157404442,human_compromised,human,True,True,False,False,"classifier,iforest",2
116.83183836047954,7.536850657027691,44.89993737641898,4.245523580995035,0.0231569532899915,3.241787527005248,agent_normal,agent,False,True,False,False,baseline,1
184.87696511820928,7.910973087927577,31.68888594896904,4.599174156779989,0.057915443056245,1.0,agent_normal,agent,False,True,False,False,baseline,1
85.17872109082339,0.5193608693311562,24.49216871307365,3.3904421477363647,0.0109245192126982,5.655179807068766,agent_normal,agent,False,True,True,False,"baseline,classifier",2
102.46123895505806,29.22977002360169,37.09520702442886,2.69486555018713,0.0717266088402704,4.984178019750547,human_compromised,human,True,True,True,False,iforest,1
193.04293774630293,1.7322292327032829,18.143930076417377,2.020616154955993,0.0176574573236795,4.675730986712164,human_compromised,human,True,True,False,False,"classifier,iforest",2
240.37749976058527,10.702736053059676,35.215438659814865,1.350719959046314,0.318757012080642,3.377407330426502,human_compromised,human,True,False,False,False,"baseline,classifier,iforest",3
144.89034993080824,5.485654679911107,28.426973038007823,3.809437685542999,0.0054963148533769,3.137172594368823,agent_normal,agent,False,True,False,False,baseline,1
113.7384568913962,5.191495813423433,33.04747957478857,5.5067685921185605,0.0267284519595536,3.623516769117458,agent_normal,agent,False,True,False,False,baseline,1
201.5270839771914,13.146369027683152,33.177116062629125,2.264245849742037,0.3811831125642829,3.56756176977747,human_compromised,human,True,True,False,False,"classifier,iforest",2
125.73204674590784,5.519513946036287,24.1930876600542,4.712231306132047,0.0483960868038398,2.450015255592241,agent_normal,agent,False,True,False,False,baseline,1
97.6319010509712,2.5533306809355363,33.109002193155604,3.5929923456805697,0.0335722368178956,4.525881830294762,agent_normal,agent,False,True,True,False,"baseline,classifier",2
184.56984377499583,2.562105936260873,30.170459922840887,3.45760849053171,0.0737341632186374,4.907124855909699,agent_normal,agent,False,True,True,False,"baseline,classifier",2
410.9446807479843,7.560525210024794,36.66288306532486,2.484420164179448,0.1802041155100324,5.851429189169815,human_compromised,human,True,True,True,False,iforest,1
92.57173515708106,4.0754457933644765,29.662825490298477,5.976388736831199,0.0219513824419666,1.0,agent_normal,agent,False,True,False,True,"baseline,iforest",2
110.23252323593324,7.548364447007538,20.16044409393421,4.0111233028811615,0.0525764892584501,1.012751406325481,agent_normal,agent,False,True,False,False,baseline,1
700.7645069635028,17.20579140661298,28.61197884053996,1.3059272501893808,0.0852722075912684,1.1003976486939369,human_compromised,human,True,True,False,True,classifier,1
133.92980924620727,4.974659921781294,40.36866219433992,4.276940780845723,0.0064462275426475,6.2281268339934925,agent_compromised,agent,True,True,True,False,iforest,1
351.0660665252318,1.0165697907452085,28.04150446186177,2.708548522922186,0.0801367585337546,4.809003853380712,human_compromised,human,True,True,False,False,"classifier,iforest",2
173.04516280146737,3.655629677409752,28.86487201143085,4.209682634308948,0.0162599853217218,5.126049972517116,agent_normal,agent,False,True,False,False,baseline,1
123.12915257427348,4.099951949413192,30.15089477379961,3.0244718209852586,0.0485390083594123,4.6331428983177565,agent_normal,agent,False,True,True,False,"baseline,classifier",2
59.79488229317387,1.938968995224791,31.62571009835754,2.615389051965687,0.0613154095090882,3.1768150565543363,agent_normal,agent,False,True,False,False,baseline,1
94.8086583927206,23.213290369910133,28.84333959313408,1.4328327831633263,0.172896993566439,1.5321551935406754,human_compromised,human,True,True,False,False,"classifier,iforest",2
126.70605858906808,0.0,26.60675793415246,4.528616721554584,0.0567276947486384,3.891667566479137,agent_normal,agent,False,True,False,False,baseline,1
526.4806024680473,28.416210060137917,32.046478322206475,1.766581024677537,0.0,5.06463094237515,human_compromised,human,True,True,True,False,iforest,1
31.886024699614808,3.10640518772226,38.31315065187345,4.939905865845657,0.0102048842851835,4.447614402446433,agent_normal,agent,False,True,False,False,baseline,1
154.56174504296922,9.600171871828652,24.246504832296477,3.4452073232083418,0.0543165871949417,2.869739020857619,agent_normal,agent,False,True,False,False,baseline,1
33.77572485665797,7.113789200194866,39.22066063121114,4.346688156025613,0.0381365570965835,4.20486177623712,agent_normal,agent,False,True,True,False,"baseline,classifier",2
190.5396924223897,4.846071949460801,44.41314083477205,4.63320043470931,0.0369946563322767,2.206182278288327,agent_normal,agent,False,True,False,False,baseline,1
131.19281060076494,4.546188211263102,40.552314687321854,2.937892891242894,0.0186962394353822,5.142199622783486,agent_normal,agent,False,True,True,False,"baseline,classifier",2
391.6113233694291,23.553207075479246,30.125949934312285,1.5038412363568674,0.0438807810664578,5.0074107015949485,human_compromised,human,True,True,True,False,iforest,1
202.8810857280721,17.61402076425354,7.625780709378894,2.1345646456890046,0.198716181782567,3.304336904556324,human_compromised,human,True,True,False,False,"classifier,iforest",2
307.78539497399345,33.57101561606525,20.40711765020337,1.651596440384807,0.3846404867749891,2.033316352675925,human_normal,human,False,True,False,False,baseline,1
62.12217914297595,3.219589411666938,27.760577390377165,4.377132484311027,0.030167345065129,4.729898496622916,agent_normal,agent,False,True,False,False,baseline,1
75.9497271675507,4.831331939866234,37.00592771008759,2.2133811798703222,0.0060824274345692,2.210295946434613,agent_normal,agent,False,True,False,False,baseline,1
0.0,52.825293198664696,1.0,1.079694166061306,0.386009252541135,2.225553604707737,human_normal,human,False,False,False,True,iforest,1
359.84728510535183,27.707805758005936,24.51516099529344,1.0,0.1187904679953708,5.102795708634185,human_compromised,human,True,True,True,False,iforest,1
177.22535963844226,29.005082652842923,23.15887067882836,3.280700098941674,0.0746875606209041,5.298968201479019,human_compromised,human,True,True,True,False,iforest,1
83.82187094815819,1.1970977045516409,24.24451554786484,3.46243828689462,0.0315880763039143,5.333265668281643,agent_normal,agent,False,True,True,False,"baseline,classifier",2
99.87989949124982,6.11823732041637,36.64318199286034,5.587429328141147,0.0434944412250048,3.849364438273229,agent_normal,agent,False,True,False,False,baseline,1
73.58851416160587,3.092280283291627,43.39487392149457,4.525320968053052,0.0414745291330258,4.0828588889333,agent_normal,agent,False,True,True,False,"baseline,classifier",2
115.23499865134676,6.164686108870495,25.280904474417603,2.891158618712732,0.0238585588229498,1.4099227715193634,agent_normal,agent,False,True,False,False,baseline,1
1492.5822190635893,61.62063715335949,14.261686714172232,1.2628931373744774,0.6720148805570874,1.113926287527945,human_normal,human,False,False,False,True,iforest,1
68.42659210392193,7.436474482902763,16.521097315927,5.146106639051747,0.1105164808545453,2.764162682948124,agent_normal,agent,False,True,False,False,baseline,1
298.75801741056193,4.6554803866775405,33.756555318533,1.1671014912409672,0.1575791549964352,2.441219824157008,human_compromised,human,True,True,False,False,"classifier,iforest",2
89.02592396447267,3.3125426569242906,36.11843417381272,2.837533914674724,0.031516091159185,4.859242185081483,agent_normal,agent,False,True,True,False,"baseline,classifier",2
335.44864230423013,10.88158489586102,18.781640093955957,2.0640660996984685,0.0,3.176627447343526,human_compromised,human,True,True,False,False,"classifier,iforest",2
108.11190417371004,24.75784180893102,44.07948493346882,1.6913289803107028,0.0561455452690766,1.8315673222562947,human_compromised,human,True,True,False,True,classifier,1
101.98245448696588,3.597727644316761,18.958058853510693,3.975805111768645,0.0325473460929646,1.1846260358188987,agent_normal,agent,False,True,False,False,baseline,1
460.9886747683736,20.511470276944472,18.199308459715898,2.009528812998905,0.0734412086711676,3.1758429796204126,human_compromised,human,True,True,False,False,"classifier,iforest",2
230.6217924085762,39.77734594188655,21.924722352829843,3.281257102316341,0.0,3.109234641280369,human_compromised,human,True,True,False,False,"classifier,iforest",2
226.43067589594344,19.21945192737429,18.288512048693285,2.9645385161535645,0.0515347415007623,4.305137659027611,human_compromised,human,True,True,False,False,"classifier,iforest",2
142.66735627884344,4.69911589726412,23.15107850375516,4.471584807845888,0.0041144010074732,3.2164504611380584,agent_normal,agent,False,True,False,False,baseline,1
513.9532951070512,11.160747016604738,4.877577441753779,2.154780719829569,0.3717692032820425,1.487536670588607,human_normal,human,False,False,False,True,iforest,1
159.0785660171485,2.767285893469776,27.7807713219507,5.392821849316969,0.0405710696709666,1.766608714096956,agent_normal,agent,False,True,False,False,baseline,1
